text1,label1,text2,label2
"But, in 2013, one of the mothers, who is 33 and unemployed, sued her ex-partner for maintenance for her daughter.
",2,"In 2013, one of the mothers, who is 33 and unemployed, wanted her ex-partner to pay maintenance for her daughter.
",0
"A DNA test was done and it was found it was not his baby and not her baby.
",2,"They found that it was not his baby and not her baby.
",0
"Its four years later: you can understand she doesnt want to give up her baby.
",2,"She wants the baby back, but its four years later: you can understand that the other mother doesnt want to give up her baby, Strydom said.
",0
"But, whatever happens, someone wont be happy.
",2,"Strydom added: Whatever happens, someone wont be happy.
",0
"Karabo Ngidi, a lawyer with the centre, said Whats going to happen must be in the best interests of the children.
",2,"Karabo Ngidi, a lawyer with the centre, said: We must do what is best for the children.
",0
"In 1995, two mothers were awarded damages after their sons, born in 1989, were accidentally switched at the Johannesburg hospital where they were born.
",2,"In 1995, two mothers were paid damages after their sons, born in 1989, were switched by mistake at the Johannesburg hospital where they were born.             
",0
"Tourist numbers are down 80% this year, said Mayor Maria Kakali, in an of ce in the village where she grew up, home to around 200 people.
",2,"Tourist numbers have reduced by 80% this year, said Mayor Maria Kakali, in an of ce in the village where she grew up.
",0
"If we have to pay a tax of 23%, Im sorry to say it but we will all die on the island, says Kakali.
",2,"If we have to pay a tax of 23%, we will all die on the island, says Kakali.
",0
"It has just over 3,000 beds for visitors, compared with tens of thousands on an island such as Rhodes.
",2,"It has just over 3,000 beds for visitors  Rhodes, for example, has tens of thousands of beds.
",0
"The truth is the government doesnt pay much attention to the islands of the north Aegean, she said, so I would take all the kids from our school to the gates of parliament, to tell them: There is still life in these islands. 
",2,"The government doesnt pay much attention to the islands of the north Aegean, she said, so I would take all the kids from our school to the gates of parliament, to tell them: There is still life in these islands.      
",0
"The age of the big British summer music festival, including Glastonbury, is drawing to a close, according to the leading rock promoter and manager Harvey Goldsmith.
",2,"The age of the big British summer music festival, including Glastonbury, is ending, according to the top rock manager Harvey Goldsmith.
",0
"That is a big, big problem in our industry.
",2,"That is a big, big problem for us.
",0
"And, we are not producing a new generation of these kind of acts  the likes of the Rolling Stones, Muse, even the Arctic Monkeys  that can headline.
",2,"And we are not producing new bands that can headline  like the Rolling Stones, Muse, even the Arctic Monkeys.
",0
"There were about 900 music festival events in the UK between May and September 2014, he said, and there is no way they can all continue.
",2,"There were about 900 music festivals in the UK between May and September in 2014, he said, and they cannot all continue.
",0
"He didnt want to risk leaving the US  it was him, not Elvis, said Goldsmith.
",2,"He didnt want to risk leaving the US, said Goldsmith.
",0
"Freddie Mercury had to be our most powerful stage performer, the best live performer weve ever had.
",2,"Freddie Mercury was our most powerful stage performer, the best live performer weve ever had.
",0
"Were not producing a new generation of this kind of act.
",2,"Were not producing a new generation of this kind of band.
",0
"Coldplay is probably the last one to come up and that was ten years ago.
",2,"Coldplay is probably the last one and that was ten years ago.
",0
"So, with no big acts to headline, there are no big shows.
",2,"""So, with no big bands to headline, there are no big shows.
",0
"What is it like to look at the very last of something?
",2,"What is it like to look at the last of something?
",0
"If he does not mate successfully soon with one of two female northern white rhinos at Ol Pejeta Conservancy in Kenya, there will be no more of their kind, male or female, born anywhere.
",2,"If he does not mate soon with one of two female northern white rhinos at Ol Pejeta Conservancy in Kenya, there will be no more rhinos like them, male or female, born anywhere.
",0
"Apart from these three animals, there are only two other northern white rhinos in the world, both in zoos, both female.
",2,"There are only two other northern white rhinos in the world, both in zoos, both female.
",0
"His eye is a sad black dot in his massive wrinkled face as he wanders the reserve with his guards.
",2,"His eye is a sad black dot in his big face as he walks around the reserve with his guards.
",0
"It is a majestic rectangle of strong bone and leathery  esh, a head that expresses pure strength.
",2,"It is a majestic rectangle of strong bone, a head of pure strength.
",0
"Human beings  we always kill the things we love.
",2,"Human beings  we always kill the things we love.
",0
"But the same people who painted such sensitive portraits of Ice Age rhinos helped to kill them off.
",2,"But the same people who painted such sensitive pictures of Ice Age rhinos helped to kill them all.
",0
"The northern white rhino is the rarest species of African rhino.
",2,"The northern white rhino is the rarest kind of African rhino.
",0
"There are far greater numbers of southern white rhinos and black rhinos.
",2,"There are more southern white rhinos and black rhinos.
",0
"From 2007, when just 13 rhinos were killed by poachers in South Africa, the killings have grown horri cally.
",2,"In 2007, 13 rhinos were killed by poachers in South Africa.
",0
"In 2014, 1,215 rhinos were slaughtered for their horns in South Africa.
",2,"In 2014, 1,215 rhinos were killed for their horns in South Africa.
",0
"In 2006, the Irish designer completed a scuba-diving course and loved the feeling of being able to breathe underwater and observe  sh in their natural environment.
",2,"In 2006, the Irish designer completed a scuba-diving course and loved the feeling of being able to breathe underwater and watch  sh in their natural environment.
",0
"Although it allows you to stay underwater for longer, you have to plan your whole day around it.
",2,"It allows you to stay underwater for longer but it takes a lot of planning.
",0
"You have 20kg to 50kg of gear with you  you cant be walking on the beach and decide you want to go in.
",2,"You have 20kg to 50kg of gear with you  you cant just walk on the beach and decide you want to go in.
",0
"It was during a  nal-year project for his product design degree at the University of Limerick that Redmond produced the Express Dive.
",2,"It was during a  nal-year project for his degree that Redmond produced the Express Dive.
",0
"The device can take in enough air for two minutes of diving and takes approximately the same amount of time to be re lled.
",2,"The device can take in enough air for two minutes of diving and takes approximately the same amount of time to re ll.
",0
"Redmond says the mouthpiece feels similar to using a snorkel.
",2,"Redmond says the mouthpiece feels similar to a snorkel.
",0
"The typical swimmer can hold their breath for about 40 seconds while underwater, he says.
",2,"The typical swimmer can hold their breath for about 40 seconds while underwater.
",0
"A lot of my job is listening to peoples lives all day, every day and it started to feel so overwhelming to go on social media and see every single detail of everybodys life, including people that I dont really have a relationship with, she said.
",2,"In my job, I spend a lot of time listening to peoples lives all day, every day and it started to feel too much to go on social media and see every detail of everybodys lives, including people that I dont know very well, she said.
",0
"One thing I really liked about Facebook was that I could sit for hours and click on a friend and then click on one of their friends and one of their friends and one of their friends and literally end up on someones Facebook page from the other side of the world, she said.
",2,"One thing I really liked about Facebook was that I could sit for hours and click on a friend and then click on one of their friends and  nish on someones Facebook page from the other side of the world, she said.
",0
"I wonder what it would be like if I didnt spend these seconds here and spent them doing something else.
",2,"I wonder what it would be like if I didnt spend this time here and spent it doing something else.
",0
"He spends his lift rides and spare moments at work reading news articles and books rather than scrolling through a newsfeed.
",2,"He spends his spare moments at work reading news articles and books.
",0
"And with no friends accounts to follow online, he has to pick up the phone and call them, something hes come to de nitely enjoy.
",2,"And with no friends to follow online, he has to pick up the phone and call them, something he now enjoys.
",0
"Lauren Raskauskas, 22, Naples, Florida Raskauskas describes herself as a pretty private person.
",2,"Lauren Raskauskas, 22, Naples, Florida Raskauskas describes herself as a private person.
",0
"She recently deleted her Twitter account and deactivated her Facebook account two years ago after realizing she didnt like everyone knowing what I was doing.
",2,"She has deleted her Twitter account and deleted her Facebook account two years ago when she realized that she didnt like everyone knowing what I was doing.
",0
"He claims that he hasnt seen any effect at this point.
",2,"He says that he hasnt seen any effect at this point.
",0
"Even though classmates post about parties and events on Facebook, they make sure to send him a text message, too, he said.
",2,"His classmates post about parties and events on Facebook but they send him a text message, too, he said.
",0
"His billing, The Beale Street Blues Boy, was shortened to Blues Boy King and thence to BB.
",2,"He was known as The Beale Street Blues Boy but this was shortened to Blues Boy King and then to BB.
",0
"But he would also cite the earlier blues guitarists Blind Lemon Jefferson and Lonnie Johnson and the jazz players Charlie Christian and Django Reinhardt.
",2,"He also mentioned the earlier blues guitarists Blind Lemon Jefferson and Lonnie Johnson and the jazz players Charlie Christian and Django Reinhardt.
",0
"He once explained that his guitar technique was partly based on his lack of skill: I started to bend notes because I could never play in the bottleneck style, like Elmore James and Booker White.
",2,"He once explained that his guitar technique was partly the result of his lack of skill: I started to bend notes because I could never play in the bottleneck style.
",0
"About a year and a half ago, he said in 1969, all of a sudden, kids started coming up to me saying, Youre the greatest blues guitarist in the world.
",2,"About a year and a half ago, he said in 1969, kids suddenly started saying to me, Youre the greatest blues guitarist in the world.
",0
"Smokers are the key group for e-cigarette  rms because seven out of ten vapers are smokers.
",2,"Smokers are the key group for e-cigarette companies because seven out of ten vapers are smokers.
",0
"Numbers who use e-cigarettes while continuing to smoke are going down, West said.
",2,"The number of people who use e-cigarettes while continuing to smoke is going down, West said.
",0
"Weve only been tracking vaping for just over a year, so its a short time period, but we are not seeing growth in the number of long-term ex-smokers or never smokers using e-cigarettes.
",2,"Weve only been studying vaping for just over a year, so its a short time period, but we are not seeing growth in the number of long-term ex-smokers or never smokers using e-cigarettes.
",0
"Our customers are still very happy with the product, and technology and innovation in hardware is improving user experience and helping them to switch from traditional cigarettes.
",2,"Our customers are still very happy with the product and technology is improving their experience and helping them to switch from traditional cigarettes.
",0
"They are more popular than nicotine patches and may or may not be more effective.
",2,"They are more popular than nicotine patches but we do not know if they are more effective.
",0
"There is a tendency among some local authorities and organizations to treat e-cigarettes as cigarettes and ban them in public places and outdoors, he said.
",2,"Some local authorities and organizations treat e-cigarettes like cigarettes  they ban them in public places and outdoors, he said.
",0
"Vienna is the worlds best city to live in, Baghdad is the worst and London, Paris and New York do not even make it into the top 35, according to international research into quality of life.
",2,"Vienna is the worlds best city to live in, Baghdad is the worst and London, Paris and New York are not in the top 35, says an international study on quality of life.
",0
"German-speaking cities dominate the rankings in the 18th Mercer Quality of Life study, with Vienna joined by Zurich, Munich, Dusseldorf and Frankfurt in the top seven.
",2,"German-speaking cities do well in the 18th Mercer Quality of Life study, with Vienna, Zurich, Munich, Dusseldorf and Frankfurt in the top seven.
",0
"You dont realize how safe Vienna is until you head abroad, said Hartlauer.
",2,"You dont realize how safe Vienna is until you go abroad, said Hartlauer.
",0
"We also have terri c public transport, with the underground working 24 hours at weekends, and it only costs 1 per trip.
",2,"We also have terri c public transport  the underground trains run 24 hours at weekends and it only costs 1 per trip.
",0
"The fall of the Berlin Wall helped de ne Vienna as the hub for companies wanting to do business in Central Europe.
",2,"The fall of the Berlin Wall helped make Vienna a centre for companies who want to do business in Central Europe.
",0
"Zurich in Switzerland is named by Mercer as having the worlds second highest quality of life but the Viennese say their city is far more fun.
",2,"Mercer says Zurich in Switzerland has the worlds second highest quality of life but the Viennese say their city is far more fun.
",0
"We asked waiters around the UK what they think of the tipping process (including how much they take home from tips and whether its fair) and what would improve it for them.
",2,"We asked waiters around the UK what they think of tipping, including how much money they get from tips and if its fair.
",0
"Rodri, 37, London: Around 50% of a waiters income is tips Average tips: 60 per eight-hour shift I think they treat waiters best in ... the US  Everything has got fairer since the tipping scandal was exposed in the summer of 2015.
",2,"Rodri, 37, London: Around 50% of a waiters income is tips Average tips: 60 per eight-hour shift I think they treat waiters best in ... the US  Everything has got fairer since the tipping scandal in the summer of 2015.
",0
"However, you still hear horror stories from new employees at some chains.
",2,"But you still hear horror stories from new employees at some chains.
",0
"I can average around 60 in tips per shift but, on a good night, this goes up to over 100 and, on a poor night, its around 40.
",2,"On a good night, this goes up to over 100 and, on a poor night, its around 40.
",0
"Elle, 22, Edinburgh: We never know whether its fair Average tips: 20 per eight-hour shift I think they treat waiters best in ... France  I work three jobs, all on part-time zero-hours contracts, in catering and hospitality.
",2,"Elle, 22, Edinburgh: We never know whether its fair Average tips: 20 per eight-hour shift I think they treat waiters best in ... France  I have three part-time jobs.
",0
"In restaurants, because a lot of customers add tips through card payments, the staff never actually see how much is getting tipped  so we dont know whether were getting our fair share or not.
",2,"In restaurants, because a lot of customers add tips by card, the staff never see how much the tip is  so we dont know if what we get is fair or not.
",0
"Its really unfair that tips go towards breakages made by customers.
",2,"Its really unfair that money from our tips is taken for breakages by customers.
",0
"The managers should have ways to pay for broken glasses and plates without docking our tips.
",2,"The managers should have ways to pay for broken glasses and plates without taking our tips.
",0
"I make around 20 a shift but would only be given 10-15 of that money.
",2,"I make around 20 a shift in tips but often I only get 10-15 of that money.
",0
"I really rely on tips because I am only paid 7 an hour.
",2,"I really need tips because I am only paid 7 an hour.
",0
"Tom, Manchester: A big night of tips can help pay the rent Average tips: 40 per eight-hour shift I think they treat waiters best in ... Italy  Where I used to work,  oor staff kept 80% of cash tips and 40% of card tips.
",2,"Tom, Manchester: A big night of tips can help pay the rent Average tips: 40 per eight-hour shift I think they treat waiters best in ... Italy  Where I used to work, waiters kept 80% of cash tips and 40% of card tips.
",0
"Its hard to say how much I earned a shift; maybe around 40, 20 from card tips.
",2,"Its hard to say how much I earn in a shift; maybe about 40.
",0
"They have got tipping right in Italy, where people dont add a service charge but usually round up their bill so, if they get a meal for 19, they leave a 20 note and dont ask for change.
",2,"They have got tipping right in Italy, where customers dont add a big tip but usually round up their bill so, if their meal is 19, they leave a 20 note and dont ask for change.   
",0
"A more open and connected world is a better world.
",2,"A more open and connected world is a better world, wrote Zuckerberg.
",0
"You wont be surprised by an ex in the street with a new girlfriend or boyfriend: you already know theyre dating someone else from the romantic sel es.
",2,"You wont be surprised if you see an ex in the street with a new girlfriend or boyfriend: you already know theyre with someone else because youve seen the romantic sel es.
",0
"It doesnt necessarily mean we see them the same way.
",2,"It doesnt mean we see them the same way.
",0
"Professor Robin Dunbar is famous for his research that suggests a person can only have roughly 150 people as a social group.
",2,"Professor Robin Dunbar is famous for his research that says a person can only have about 150 people in their social group.
",0
"An overwhelming majority of 91% post a photo of themselves, 71% post the city or town where they live, up from 61%, more than half give email addresses and a  fth give their phone number.
",2,"Ninety-one per cent post a photo of themselves, 71% post the city or town where they live, more than half give email addresses and a  fth give their phone number.
",0
"The data and analytics available to you are extraordinary.
",2,"The data available is extraordinary.
",0
"4 Facebook has been the tool to organize revolutions Though the Arab Spring was dubbed the Twitter revolution, organizing demonstrations and direct action has been revolutionized by Facebook.
",2,"4 Facebook has been the tool to organize revolutions Organizing demonstrations has been revolutionized by Facebook.
",0
"5 Facebook makes news, breaks news and decides what is news Roughly 71% of 18- to 24-year-olds say the internet is their main news source and 63% of users overall, according to the Pew Research Center.
",2,"5 Facebook makes news, breaks news and decides what is news About 71% of 18- to 24-year-olds and 63% of all users say they get news from the internet.
",0
"And 39% are connected to people they have never met in person.
",2,"And 39% are connected to people they have never met.
",0
"We may as well get used to it, said David Kirkpatrick, author of The Facebook Effect.
",2,"David Kirkpatrick, author of The Facebook Effect, said that we need to get used to it.
",0
"If the amount of food wasted around the world were reduced by just 25%, there would be enough food to feed all the people who are malnourished, according to the UN.
",2,"If we reduced the amount of food we wasted around the world by just 25%, there would be enough food to feed all the hungry people in the world.
",0
"Each year, 1.3bn tonnes of food, about a third of all that is produced, is wasted, including about 45% of all fruit and vegetables, 35% of  sh and seafood, 30% of cereals, 20% of dairy products and 20% of meat.
",2,"This includes about 45% of all fruit and vegetables, 35% of  sh and seafood, 30% of cereals, 20% of dairy products and 20% of meat.
",0
"In the developing world, food waste is virtually non-existent, says Robert van Otterdijk, coordinator of the UN Food and Agriculture Organizations Save Food programme.
",2,"In the developing world, there is almost no food waste, says Robert van Otterdijk, coordinator of the UN Food and Agriculture Organizations Save Food programme.
",0
"Food waste is happening in countries where people can afford to throw away food.
",2,"Food waste is happening in countries where people have more money, so they can throw away food.
",0
"The foods most commonly found in British bins are bread, vegetables, fruit and milk.
",2,"The foods most often found in British bins are bread, vegetables, fruit and milk.
",0
"By percentage, the most wasted food is lettuce and leafy salads, of which consumers throw away 38% (64,000 tonnes) of all they buy.
",2,"By percentage, the most wasted food is lettuce and leafy salads  people throw away 38% (64,000 tonnes) of all they buy.
",0
"Cockrell, a former Wall Street worker turned therapist, spends large parts of his days walking through Central Park or the Battery Park in downtown Manhattan near Wall Street, as a con dant and counsellor to some of New Yorks wealthiest people.
",2,"He spends large parts of his days walking in Central Park or the Battery Park in downtown Manhattan near Wall Street, talking to some of New Yorks wealthiest people.
",0
"Many of the extremely wealthy  the 1% of the 1%  feel that their problems are really not problems.
",2,"Many of the very wealthy  the 1% of the 1%  feel that their problems are really not problems.
",0
"There is the feeling that they have to hide the fact that they are rich.
",2,"There is the feeling that they have to hide that they are rich.
",0
"And, then, there is the isolation  being in the 1%, it turns out, can be lonely.
",2,"And, then, there is the isolation  being in the 1% can be lonely.
",0
"The media, she said, is partly to blame for making the rich feel like they need to hide or feel ashamed.
",2,"The media, she said, makes the rich feel like they need to hide or feel ashamed.
",0
"Since the 2008  nancial crisis, the income gap has expanded and the situation has gotten worse for the wealthy, Cockrell said.
",2,"Since the 2008  nancial crisis, the gap between the rich and the poor has grown and the situation has gotten worse for the wealthy, Cockrell said.
",0
"Never being able to trust your friendships with people of different means, I think that is dif cult, said Cockrell.
",2,"Never being able to trust your friendships with other people, I think that is dif cult, said Cockrell.
",0
"Some Americans have taken to keeping their wealth secret.
",2,"Some Americans keep their wealth secret.
",0
"There are a lot of people that are hiding their wealth because they are concerned about negative judgment, said Traeger-Muney.
",2,"There are a lot of people hiding their wealth because they are worried about negative judgment, said Traeger-Muney.
",0
"If you are part of the 1%, you still have problems and they are legitimate to you.
",2,"If you are part of the 1%, you still have problems.
",0
"Money is not the only thing that de nes you, he said.
",2,"Money is not the only thing, he said.
",0
"Is this the moment when streaming goes truly mainstream?
",2,"Is this the moment when streaming goes mainstream?
",0
"Apple is good at mainstreaming products but its not that good.
",2,"Apple is good at making products go mainstream but its not that good.
",0
"Apple, and the record industry, cannot afford to get rid of the download market just yet  so streaming and downloading will have to coexist under the Apple brand, one representing the future as the other gets progressively slower and sicker.
",2,"Apple, and the record industry, cannot afford to get rid of the download market yet  so streaming and downloading will have to coexist under the Apple brand.
",0
"A century ago, Venice  one of the most beautiful and low-lying cities in the world  used to  ood around ten times a year.
",2,"One hundred years ago, Venice  one of the most beautiful and low-lying cities in the world  used to  ood about ten times a year.
",0
"I manage one minute and 12 seconds.
",2,"One minute and 12 seconds.
",0
"At a pool in Bristol, she taught me some simple exercises to help me hold my breath for longer while swimming underwater.
",2,"At a swimming pool in Bristol, she taught me some simple ways to help me hold my breath for longer while swimming underwater.
",0
"I asked how she did it: very slow breathing for several minutes prior to each dive, then a big, deep breath before diving in.
",2,"I asked how she did it: very slow breathing for several minutes before each dive, then a big, deep breath before diving in.
",0
"At least, it doesnt if youre breath-holding on land.
",2,"At least, it doesnt if youre doing it on land.
",0
"When you breathe in, youre contracting the muscle of your diaphragm, pulling it  at so that the volume of your chest increases  and air is drawn into your lungs.
",2,"When you breathe in, youre pulling the muscle of your diaphragm  at so that the volume of your chest increases  this pulls the air into your lungs.
",0
"Steve Deace, a prominent Iowa conservative, said that Trumps antics are both a good and a bad thing.
",2,"Steve Deace, an Iowa conservative, said that Trumps behaviour is both a good and a bad thing.
",0
"As the pollster notes: Trump says what theyre thinking and, the more outrageous he is, the more they agree with him.
",2,"He says, Trump says what theyre thinking and, the more outrageous he is, the more they agree with him.
",0
"Sometimes life just isnt fair.
",2,"Life isnt fair sometimes.
",0
"In fact, he earned just 10 from the patent and has not made a penny more from it since.
",2,"In fact, he earned just 10 from the patent and has not made any money from it since.
",0
"The website ATMInventor.com concludes: Who invented the idea of an ATM?
",2,"The website ATMInventor.com says: Who invented the idea of an ATM?
",0
"In the section about great British inventions of the twentieth century, it states: In the 1960s, James Goodfellow (1937-) invented the cash-dispensing automatic teller machine (ATM) or cashpoint.
",2,"In the section about great British inventions of the twentieth century, it says: In the 1960s, James Goodfellow (1937-) invented the automatic teller machine (ATM) or cashpoint.
",0
"So after all these years, Goodfellow  nally  nds himself being talked about in the same breath as John Logie Baird (the television), Alan Turing (the Turing machine), Sir Frank Whittle (the jet engine) and Sir Tim Berners-Lee (the World Wide Web).
",2,"So after all these years, Goodfellow is  nally among a group of famous British inventors with John Logie Baird (the television), Alan Turing (the Turing machine), Sir Frank Whittle (the jet engine) and Sir Tim Berners-Lee (the World Wide Web).
",0
"British people think the top 1% wealthiest households own 59% of their countrys wealth, when they actually only own 23%.
",2,"British people think the richest 1% own 59% of their countrys wealth, when they actually only own 23%.
",0
"Americans think that 33% of their population are immigrants, when in fact it is only 14%.
",2,"Americans think that 33% of their population are immigrants but it is really only 14%.
",0
"In Britain, people think that an extraordinary 43% of young adults aged 25-34 still live at home with their parents, rather than the actual 14%.
",2,"In Britain, people think that 43% of young adults aged 25-34 still live at home with their parents, rather than the actual 14%.
",0
"The worst case is Saudi Arabia, where people think only 28% are, when 71% are.
",2,"The worst case is Saudi Arabia, where people think only 28% are overweight, when 71% are.
",0
"Britons think it is 44%, when it is actually nearly half as much again  62% are either overweight or obese.
",2,"Britons think it is 44%, when actually 62% are overweight.
",0
"And, in many ways, it is not our misperceptions but these realities across different countries that are the most interesting and important aspects of the study.
",2,"In many ways, it is the differences between countries that are the most interesting and important aspects of the study.
",0
"Thats 65 litres of clean, drinkable water that were infusing with soap and washing down the drain each and every day  sometimes more than once.
",2,"Thats 65 litres of clean, drinkable water that we  ll with soap and wash down the drain each and every day  sometimes more than once.
",0
"The vital importance of clean water is becoming harder and harder to ignore, as California enters another summer of drought.
",2,"The importance of clean water is becoming harder and harder to ignore  for example, there is another summer of drought in California.
",0
"Skip a few showers, put down the soap and let those lovely little bacteria  ourish a little, would you? 
",2,"Shower less, put down the soap and let those lovely little bacteria  ourish. 
",0
"The conventional school starting time works for 10-year-olds but not 16- to 18-year-olds.
",2,"The normal school starting time works for 10-year-olds but not for 16- to 18-year-olds.
",0
"For the older teenagers, it might be more sensible to start the school day at 11am or even later.
",2,"For the older teenagers, it might be better to start the school day at 11am or even later.
",0
"Kelley says the working day should be more forgiving of our natural rhythms.
",2,"Kelley says the working day should be more linked to our natural rhythms.
",0
"Describing the average sleep loss per night for different age groups, he says: Between 14 and 24, its more than two hours.
",2,"Describing the average sleep loss per night for different age groups, he says: Between 14 and 24, people lose more than two hours.
",0
"For people aged between 24 and about 30 or 35, its about an hour and a half.
",2,"For people aged between 24 and about 30 or 35, they lose about an hour and a half.
",0
"Kelley says that synchronized hours could have many positive consequences.
",2,"Kelley says that synchronized hours could have many positive effects.
",0
"The positive side of this is peoples performance, mood and health will improve.
",2,"The positive side is that peoples performance, mood and health will improve.
",0
"Its very uplifting in a way because its a solution that will make people less ill, and happier and better at what they do.
",2,"Its very positive because its a solution that will make people less ill, and happier and better at what they do.
",0
"A later start to the day for many, says Kelley, is something that would bene t everyone, particularly families.
",2,"A later start to the day for many, says Kelley, is something that would bene t all people, particularly families.
",0
"And, yes, he says he  nds the start of his working day much easier now than he did when he was younger. 
",2,"And, yes, he says he  nds the start of his working day much easier now than when he was younger. 
",0
"Maybe GPS signals are blocked or partially blocked, in which case its going to have an incorrect idea about where it is.
",2,"Maybe GPS signals will be blocked so its going to have an incorrect idea about where it is.
",0
"One major problem is maintaining radio contact with a drone and planning for what happens if that contact breaks.
",2,"One big problem is keeping radio contact with a drone and planning for what happens if that contact breaks.
",0
"If you have a vehicle that can go into a neighbourhood, it can deliver from that base.
",2,"If you have a vehicle that can go into a neighbourhood, it can deliver from that vehicle.
",0
"You need a 15-minute distance and typical off-the-shelf drones have about that distance.
",2,"You need a 15-minute distance, and typical drones have about that distance.
",0
"The Reaper drone has one failure in 10,000 hours, Singh said.
",2,"The Reaper drone, for example, has one failure in 10,000 hours, Singh said.
",0
"Part of this is simply that air travel is inherently dangerous and, thus, standards are much higher.
",2,"Part of the reason for this is simply that air travel is dangerous so standards are much higher.
",0
"Lots of her friends cant pay for heating or medication and many would go hungry if it were not for the East Hampton Food Pantry, she says, which is just one of several food pantries in the town.
",2,"Lots of her friends cant pay for heating or medicine and many would be hungry if they did not get food from the East Hampton Food Pantry, she says.
",0
"Vicki Littman, chairperson of the East Hampton Food Pantry, which provided more than 31,000 food parcels in 2015, says the number of people seeking out the food pantry is ever increasing.
",2,"Vicki Littman, chairperson of the East Hampton Food Pantry, which gave more than 31,000 food parcels in 2015, says there are more and more people coming to the food pantry.
",0
"Housing is, by far, the biggest cost in the Hamptons.
",2,"Housing is the biggest cost in the Hamptons.
",0
"Theres certainly a lot of wealth here but almost all of that wealth is in second homes only used in the summer, says Cantwell, the son of a  sherman father and a house-cleaner mother.
",2,"Theres a lot of wealth here but almost all of that wealth is in second homes only used in the summer, says Cantwell, the son of a  sherman father and a house-cleaner mother.
",0
"But, the rest of us live here year round.
",2,"But, the rest of us live here all year.
",0
"There are famous and very wealthy people but then you have hard-working and poor people struggling to get by.
",2,"There are famous and very wealthy people but also hard-working and poor people.
",0
"Youve got to remember that this community was founded as a farming and  shing community of people who lived off the land and the water  a real working-class community.
",2,"Youve got to remember that this used to be a farming and  shing community  a real working-class community.
",0
"I want to work but theres no work to be done.
",2,"Vallone says, I want to work but theres no work.
",0
"Some danced, some posed for photos, some drank, but mostly they just walked and talked football, waiting for the next game to begin on the nearby FanFest big screen.
",2,"Some danced, some took photos, some drank, but mostly they just walked and talked about football, waiting for the next game to begin on the big screen nearby.
",0
"The trip has not been problem free.
",2,"The trip has not been without its problems.
",0
"His son, Andrew, had his sunglasses stolen almost as soon as he sat on the beach.
",2,"His sons sunglasses were stolen almost as soon as he sat on the beach.
",0
"And, they have been surprised that many bars are not set up with big screens for the games.
",2,"And, they have been surprised that many bars do not have big screens for the games.
",0
"But, like many fans, they said they loved the atmosphere, if not the logistics, of this tournament which has got off to a spectacular start on the pitch.
",2,"But, like many fans, they said they loved the atmosphere of this tournament, which has had a spectacular start.
",0
"Elsewhere, there has been a glut of goals: 28 in the  rst eight games  almost three times as many as at the same stage in South Africa in 2010.
",2,"And, there have been lots of goals: 28 in the  rst eight games  almost three times as many as at the same stage in South Africa in 2010.
",0
"The Globo newspaper listed a number of shortcomings in the 12 host cities.
",2,"The Globo newspaper listed a number of problems in the 12 host cities.
",0
"The worst transport problems were in Natal, where bus drivers have been on strike since 12 June.
",2,"The worst transport problems were in Natal, where bus drivers were on strike.
",0
"But, protests have diminished since the opening day, when small demonstrations took place in several cities, prompting police to use tear gas and pepper spray.
",2,"But, protests have happened less often since the opening day, when small demonstrations took place in several cities and police used pepper spray.
",0
"Since then, the only security threat has been petty theft and overexcited fans.
",2,"Since then, the only security problem has been petty theft and overexcited fans.
",0
"But, these days, the golden arches of McDonalds are looking a little tarnished.
",2,"But, these days, the golden arches of McDonalds are not looking so golden.
",0
"Almost 60 years after Ray Kroc opened his  rst restaurant in Des Plaines, Illinois, consumers are losing their appetite for a Big Mac and fries.
",2,"Almost 60 years since Ray Kroc opened his  rst restaurant in Des Plaines, Illinois, consumers are losing their appetite for a Big Mac and fries.
",0
"The number of 19-to-21-year-olds visiting McDonalds once a month has fallen by 13% since 2011, according to food analysts Technomic, while the number of 22-to-37-year- olds visiting has not grown.
",2,"The number of 19-to-21-year-olds who visit McDonalds once a month has fallen by 13% since 2011.
",0
"To add to the companys problems, McDonalds hamburgers were recently named the worst in America in a poll of more than 32,000 American  diners, who said they would rather eat a burger at Five Guys, Smashburger or Fuddruckers.
",2,"Another problem is that McDonalds hamburgers were recently named the worst in America in a poll of more than 32,000 American diners  they said they would rather eat a burger at Five Guys, Smashburger or Fuddruckers.
",0
"Have you ever used pink slime in your burgers?
",2,"Someone asked Have you ever used pink slime in your burgers?
",0
"Ever since it introduced $2 items on its dollar menu, it has gained a reputation for being more expensive than its rivals, while many consumers complain that service is slower.
",2,"But, since it introduced $2 items on its dollar menu, people think it is more expensive than its rivals and many consumers complain that service is slower.
",0
"Prices have indeed gone up but they havent gone up as quickly as the rest of the fast-service chains in the US.
",2,"Prices have gone up but they havent gone up as quickly as the rest of the fast-food chains in the US.
",0
"McDonalds has a bigger menu than some, with more complicated items  its chicken McWrap takes 60 seconds to make.
",2,"McDonalds has a bigger menu than some other restaurants, with more complicated items  its chicken McWrap takes 60 seconds to make.
",0
"Only four out of McDonalds 14,000 US restaurants had so far tested build your own burger, he said, raising questions about how it could be scaled up.
",2,"Only four out of McDonalds 14,000 US restaurants have tested build your own burger, he said.
",0
